source_id,l,b,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,radial_velocity,radial_velocity_error,phot_g_mean_mag
230998704281860992,155.82306022886587,-9.09996015731517,8.995053950960934,0.10220577,-10.528713366231466,0.120268375,2.4547974718520322,0.08762205,-2.9613824,0.23463027,10.512453
230998944800030208,155.79279611810628,-9.11061586926411,6.841358257092261,0.013444101,22.83181258654475,0.015374434,-47.77028819559443,0.011028181,8.966687,0.5575815,12.122557
231003098029164800,155.7264123073332,-9.301149585342591,5.550055020655027,0.013695404,28.320999882091588,0.014382637,-24.196799675394324,0.012479414,22.127533,0.40002677,12.124117
231018220612866944,155.53601536814998,-8.912178967934619,2.428597807493217,0.017485796,9.747517153114417,0.02034774,-10.488606656720291,0.014776682,6.101,2.5348346,13.681019
231023546372556416,155.53496285798008,-9.514289579253244,1.308719174928254,0.021408545,2.002750991840934,0.02147876,-5.0466037264607415,0.018995034,-19.75545,4.542672,10.444096
231024439725759360,155.48998172607625,-9.531831343311115,0.9972268597845464,0.03759181,-6.616400826187901,0.043744,-9.497287708483597,0.03832475,-21.368935,3.654638,13.588509
231037668224893952,155.3633418117735,-9.22587953019649,1.8299187863762552,0.021728998,1.7665113250633917,0.025338812,-7.3895713215135554,0.01895478,-10.8116665,1.8206022,10.970861
231038114901475712,155.32984393677728,-9.190348606063829,2.3450261935963783,0.013292147,13.651776781474169,0.015591527,-7.985046727239041,0.011940514,-11.465569,1.834901,13.100788
231041409136906112,155.27695487241402,-9.430759335657221,3.194753391652746,0.012712964,-21.324745310673762,0.013696942,-21.087141626698198,0.011753578,-28.483246,1.509348,12.499106
231043646819127936,155.17277536815914,-9.509095246687494,1.2456883879380656,0.017309932,2.565085380788986,0.01839152,-7.222039651738402,0.01584576,27.757574,1.994462,13.776955
231047529469535616,155.31589250541307,-9.352608281549472,0.43580454449546124,0.013486307,1.8328271363828221,0.014057928,-2.3122580360134797,0.011072537,1.6026224,0.45352587,12.473608
231059246140524544,155.47158621763435,-9.04738995264622,0.18146963391131118,0.019150317,0.1417618003435684,0.023976091,-1.1962821713104117,0.016072812,-65.50503,1.39442,13.951895
231061720041705856,155.3348847276133,-9.118294341783713,0.40150895620174115,0.022952141,-1.4491459067218493,0.027609948,-1.4939632358498145,0.019498387,-51.485893,0.22959016,10.340949
231074776742006912,155.23605580830255,-9.096978485819346,0.929475789170876,0.021300487,0.19513319040911958,0.030407038,-4.008424985626368,0.01883681,-3.9771545,0.29824457,11.4542465
231087592924372608,155.17642165850592,-8.737482221872348,0.3658170017274214,0.016357744,1.837170557043999,0.017759895,-1.0859557027530562,0.014008687,-1.6203246,1.4028921,13.604847
231129614885119488,155.07557955979695,-9.87544846962076,1.2867913859770717,0.014377587,9.097063815583342,0.016446069,-3.560810254074319,0.012143315,21.085657,2.0097544,13.176047
231174419983609600,154.61494821080362,-9.890694268903273,1.4153373070935549,0.017194172,-9.188804192103689,0.020237476,9.58199115239908,0.015449616,-7.0446153,0.5225439,11.783356
231195413783442560,154.3375177734552,-9.88214986224327,1.0869321198137891,0.013993895,2.7790959904361934,0.015291288,-4.080709360665184,0.011954604,-23.767668,8.36083,12.782158
231228154315495680,154.37783033335833,-9.418263952621349,2.821419114824433,0.016176134,31.241069021834655,0.019472314,-42.6232758471191,0.015977997,13.967575,2.9521058,12.769289
231241455833922304,155.0930782684314,-9.22024246546389,0.3663370969839446,0.015641546,0.7044911373072857,0.01868533,1.1940331371821324,0.014815458,-9.846508,1.0348237,13.321905
231244376411626752,155.0665163690502,-9.086665280355499,1.5266647020222626,0.021139028,9.95690337387893,0.03009205,-8.130961723565338,0.020391354,1.0680965,2.510292,13.8107395
231257600610965760,154.74780773580085,-9.220398689802847,0.560706986251446,0.014252544,3.07134947768386,0.01653941,-2.252827230404998,0.011611348,0.07955668,0.7557512,12.521802
231267844112876800,155.08490779256957,-8.95948385191979,0.6132965566572209,0.015856741,0.8875211702372247,0.018835219,-4.87346893146109,0.01310037,-31.993584,4.246817,13.414477
231267947192079360,155.07198887695782,-8.93374617622997,0.5934297249434852,0.018861096,0.8662479464604593,0.022548646,-1.0573364148380395,0.0150643755,8.554033,0.79414874,13.294339
231268428228436352,155.04425561763765,-8.980221948340304,0.9619860019620793,0.017206933,2.2021322790805336,0.02028565,-8.085507558870544,0.014378918,-15.520504,3.6455564,13.608791
231277258681065088,155.02903819027975,-8.73239297269554,0.7904799337502744,0.014230981,-7.038822797966042,0.015662363,-2.447478394782398,0.012487079,-71.046394,0.45589873,12.335326
231278804869199488,155.08226601586833,-8.563493697030838,3.454238532324,0.023941802,32.19624815468268,0.024184078,-22.5519301967353,0.019501394,-84.262794,0.48151448,11.511454
231284542945714560,154.90198107743862,-8.972217349368256,0.5720632171747253,0.013370816,2.667300201006155,0.01485393,-5.056449786776293,0.010813168,-15.807722,0.46673676,12.368584
231287768461238272,154.8593156820564,-8.818024204976378,2.5211202402460176,0.012845094,-1.9001005034976846,0.013375789,-23.180347977110294,0.009755732,-19.523813,0.970046,12.292819
231297462207070848,154.8343115374842,-8.472061259770864,0.36761700511106893,0.015855964,3.8621416669551527,0.016025664,-6.364856433969092,0.012627444,-22.593588,1.2578253,13.488576
231301173058809216,154.7586288430484,-8.46690113769512,2.2694812030536693,0.017307552,14.522684340996562,0.019361297,-11.741627536626737,0.015641816,-3.930955,2.469916,13.88867
231307838848000384,154.5266181746663,-9.319991463376539,1.0213630397862197,0.021950971,1.4222386538673233,0.02623474,-7.183289574182588,0.02038082,-21.455355,3.5745056,12.12149
231325637192410496,154.3110843736849,-9.184540363134335,1.050445082581398,0.018143801,3.0785378654421502,0.022306921,6.291545330303514,0.01683672,6.3764906,0.13666087,9.227666
231326148288950144,154.32091114795222,-9.104348924180366,1.2012908814150773,0.014919088,1.5119679758194047,0.019261517,-4.912633925797799,0.0143870795,-27.908115,3.3417604,12.490513
231327286459788160,154.3675984188767,-9.007740822080253,0.8768717895461782,0.017904777,3.29571725643665,0.021144193,-7.021121191978903,0.015489704,-15.975452,3.6984823,13.84098
231328798288288256,154.4658660641187,-9.028651906720828,0.9938319323281447,0.015822567,1.5964581178680755,0.017947579,-3.1828987648359846,0.013547488,-9.26157,1.9002798,13.132873
231334879961920512,154.31391849493914,-8.879802551790599,2.037579735365076,0.054056905,-7.162731780900786,0.059585836,-5.23538981675005,0.048082016,-25.724758,5.202845,11.265726
231389889903150208,155.74462720834273,-8.336226103001595,1.102260093163245,0.014354963,0.7174393029291477,0.015595508,-11.49993057190126,0.012668464,-38.71524,2.8445334,13.396537
231392638682311552,155.69258856855234,-8.648748376787227,1.8424976723934485,0.032693516,7.74165048752762,0.031798314,-2.912938984058476,0.022568094,22.257042,1.5126475,12.762221
231406348217791744,155.58016554085185,-8.26784284084353,0.11990076684946538,0.014847439,0.25891136565495865,0.016001983,-1.108938001625431,0.0135673145,-47.618,0.5320134,13.056715
231418786442962560,155.91786324804255,-7.926104783188796,1.4891969232489912,0.0150354905,-1.7990882616699269,0.017135339,-1.154242172013018,0.0127677405,-4.8299813,1.8945651,12.815995
231419301839022080,155.9288079162642,-7.8904088110293715,0.7690318975142262,0.014335643,2.119650286084699,0.016081117,-6.791923355767116,0.011705837,-37.551834,0.54401463,12.030572
231430979850713856,155.54181182031712,-8.210363090495743,2.306784404405215,0.013596741,0.18986136026117617,0.01872995,2.366586130934831,0.012939909,-20.206757,2.752768,12.471955
231432805216217472,155.59358817060982,-7.9886027788112095,0.16713026672615872,0.01956034,0.2658376795803085,0.021658765,0.3073825109699012,0.015791947,-61.40549,1.331605,13.942044
231440329998869888,155.5523829506554,-7.8766322604282015,1.151117098256924,0.02021156,6.176171882234634,0.024232047,-0.06913800413634005,0.016103167,28.48031,3.0353444,13.73482
231445793197509376,155.51508478306232,-8.478876026722112,0.33286983424092514,0.018371684,0.03656769595904713,0.01965943,-0.9429584094810846,0.016390739,-67.62419,1.6278281,13.909178
231457956544427904,155.35275297668267,-8.29706793280684,0.11673518078876158,0.019364808,0.2866789497727632,0.022987386,-0.8793878686339812,0.01757942,-68.69358,1.4038352,13.995372
231460086848135424,155.35744790278156,-8.13350312566716,1.564972357174946,0.0154858995,-5.421506951628972,0.019782115,-1.446794076310353,0.013504589,-17.391207,3.1834056,13.30282
231466134161868672,155.15020873965457,-8.500130375298369,1.970063509099343,0.014205778,-4.824788925543074,0.017025672,-12.504915200141786,0.013214039,-49.051037,0.32178292,10.902786
231470875806037632,155.27609737650494,-8.267669768496035,2.574864340930521,0.013798141,16.691682273858977,0.018547026,-14.728202875341719,0.012226226,-32.140194,1.4373622,12.167378
